,x,y,time,theta
44.0,203.5,489.5,1.6980631351470947,0.0687625087098232
45.0,205.5,477.0,1.734083890914917,0.059549829339631544
46.0,184.31582641601562,464.0525207519531,1.7660744190216064,0.049991065841831106
47.0,202.0,477.0,1.7980694770812988,0.059549829339631544
48.0,204.5,480.0,1.830087661743164,0.061762294767752524
49.0,206.0,476.5,1.8660485744476318,0.05918099844581315
50.0,204.0,474.5,1.898082971572876,0.05770542811117951
51.0,206.0,476.5,1.9300343990325928,0.05918099844581315
52.0,204.0,477.5,1.9660670757293701,0.059918635512291374
53.0,205.0,486.0,1.9980640411376953,0.06618453625430332
54.0,205.0,475.0,2.0300796031951904,0.05807435766349489
55.0,202.5,477.0,2.0660619735717773,0.059549829339631544
56.0,203.0,487.5,2.098052740097046,0.0672895327985844
57.0,207.0,474.5,2.130066394805908,0.05770542811117951
58.0,192.0793914794922,499.15765380859375,2.1660454273223877,0.07586953576334399
59.0,203.5,474.0,2.197983980178833,0.057336473950822975
60.0,195.05709838867188,493.59027099609375,2.230018377304077,0.07177368283775315
61.0,204.5,475.5,2.266024589538574,0.05844326258512622
62.0,202.5,494.97540283203125,2.298037052154541,0.07279300299951552
63.0,204.5,480.0,2.3300299644470215,0.061762294767752524
64.0,207.5,475.5,2.3661069869995117,0.05844326258512622
65.0,204.0,480.0,2.3980329036712646,0.061762294767752524
66.0,199.0,509.6378173828125,2.4304230213165283,0.0835709860068431
67.0,202.5,475.0,2.46203351020813,0.05807435766349489
68.0,204.0,472.0,2.498012065887451,0.05586041168218486
69.0,198.0,451.4509582519531,2.530029058456421,0.04067214056455415
70.0,206.0,475.5,2.5620429515838623,0.05844326258512622
71.0,205.0,474.5,2.5980236530303955,0.05770542811117951
72.0,190.38864135742188,456.37139892578125,2.630056858062744,0.0443126344378158
73.0,198.50003051757812,470.4434814453125,2.6620166301727295,0.05471138125882147
74.0,194.5,454.9769287109375,2.6980814933776855,0.04328113855212257
75.0,196.5,454.3307800292969,2.7300310134887695,0.04280311689559707
76.0,203.5,473.5,2.7620596885681152,0.05696749520507799
77.0,209.5,476.5,2.7980263233184814,0.05918099844581315
78.0,205.0,474.5,2.8300163745880127,0.05770542811117951
79.0,206.0,475.5,2.8620307445526123,0.05844326258512622
80.0,193.3203887939453,459.6172790527344,2.8981261253356934,0.04671290933620692
81.0,207.0,475.0,2.9300103187561035,0.05807435766349489
82.0,199.4686737060547,471.78692626953125,2.962203025817871,0.055703133508875236
83.0,196.967041015625,464.8741760253906,2.9940590858459473,0.050598156105288394
84.0,199.0,489.5,3.0300872325897217,0.0687625087098232
85.0,206.0,475.0,3.0620388984680176,0.05807435766349489
86.0,206.0,472.0,3.0940444469451904,0.05586041168218486
87.0,190.13714599609375,463.733642578125,3.1300370693206787,0.049755441160178826
88.0,205.0,475.5,3.162081718444824,0.05844326258512622
89.0,205.0,474.5,3.1940557956695557,0.05770542811117951
90.0,200.0,460.956787109375,3.2300567626953125,0.04770315988285889
91.0,203.5,475.0,3.2620770931243896,0.05807435766349489
92.0,192.5,463.9166564941406,3.2940497398376465,0.049890674555943204
93.0,204.0,474.0,3.3300373554229736,0.057336473950822975
94.0,186.15370178222656,457.08685302734375,3.362067222595215,0.0448417872878753
95.0,206.0,476.0,3.3939967155456543,0.05881214285344011
96.0,207.609375,473.984375,3.4301276206970215,0.057324943737042666
97.0,201.0,469.680419921875,3.462040901184082,0.054147998608786996
98.0,202.5,472.0,3.4940550327301025,0.05586041168218486
99.0,203.5,476.0,3.530163049697876,0.05881214285344011
100.0,184.0,486.1476745605469,3.5620763301849365,0.06629333288586375
101.0,208.5,476.0,3.594069242477417,0.05881214285344011
102.0,177.25558471679688,435.7274169921875,3.626030921936035,0.029023557719564885
103.0,195.51368713378906,468.9346618652344,3.662036895751953,0.053597336546245045
104.0,170.36859130859375,454.9309997558594,3.694061040878296,0.04324716155691055
105.0,203.0,471.0,3.7260782718658447,0.0551222334890501
106.0,198.5,511.9610595703125,3.762057065963745,0.08527669308101932
107.0,206.0,475.5,3.794059991836548,0.05844326258512622
108.0,191.0,483.4480285644531,3.826237678527832,0.06430407052929987
109.0,186.1800537109375,483.4112548828125,3.8620593547821045,0.06427696841598518
110.0,191.5,451.8916015625,3.894096612930298,0.040998253311828825
111.0,205.0,475.5,3.926062822341919,0.05844326258512622
112.0,207.0,473.5,3.96207857131958,0.05696749520507799
113.0,206.0,474.0,3.9940805435180664,0.057336473950822975
114.0,205.0,475.5,4.026090145111084,0.05844326258512622
115.0,203.0,476.0,4.062115669250488,0.05881214285344011
116.0,204.0,477.0,4.094053745269775,0.059549829339631544
117.0,208.44967651367188,475.25018310546875,4.126033067703247,0.058258948301576796
118.0,209.0,476.0,4.158080339431763,0.05881214285344011
119.0,202.5,474.0,4.194063901901245,0.057336473950822975
120.0,205.0,474.0,4.226086616516113,0.057336473950822975
121.0,208.5,476.0,4.25808310508728,0.05881214285344011
122.0,205.0,474.5,4.294111967086792,0.05770542811117951
123.0,206.0,476.0,4.326141357421875,0.05881214285344011
124.0,190.13951110839844,495.8900146484375,4.358123779296875,0.0734659595632407
125.0,186.7351531982422,463.80596923828125,4.39408802986145,0.04980888545968687
126.0,203.0,474.0,4.426164388656616,0.057336473950822975
127.0,206.0,475.0,4.458089351654053,0.05807435766349489
128.0,207.3297882080078,475.7978820800781,4.494091272354126,0.05866303119844535
129.0,191.60333251953125,467.19427490234375,4.526506423950195,0.05231203744995899
130.0,206.0,474.0,4.558103561401367,0.057336473950822975
131.0,204.5,473.0,4.594128847122192,0.05659849189660693
132.0,204.5,476.5,4.6261115074157715,0.05918099844581315
133.0,195.0,487.118408203125,4.658130407333374,0.06700844920068522
134.0,210.0,474.0,4.690158367156982,0.057336473950822975
135.0,208.5,474.0,4.726174831390381,0.057336473950822975
136.0,203.5,472.0,4.758155584335327,0.05586041168218486
137.0,205.0,473.5,4.790087938308716,0.05696749520507799
138.0,203.5,474.5,4.826128005981445,0.05770542811117951
139.0,204.0,472.5,4.858121871948242,0.056229464048081934
140.0,204.5,475.5,4.890120506286621,0.05844326258512622
141.0,206.94760131835938,475.08758544921875,4.926126956939697,0.05813898085009084
142.0,204.5,476.0,4.958093166351318,0.05881214285344011
143.0,767.5,437.0,4.9901580810546875,0.029967183585919877
144.0,751.5,438.5,5.026173830032349,0.031079249785396168
145.0,729.5,441.0,5.058161020278931,0.03293223408751489
146.0,731.5,437.5,5.090177297592163,0.030337895232827816
147.0,698.5,444.5,5.1261138916015625,0.03552544255442541
148.0,709.0966796875,443.5325012207031,5.158108949661255,0.0348087200531933
149.0,697.327392578125,451.39483642578125,5.19011378288269,0.04063060442561228
150.0,687.0,454.5,5.226216077804565,0.04292830988095364
151.0,681.44921875,455.8144226074219,5.258138179779053,0.043900658709310314
152.0,672.5,461.5,5.2901365756988525,0.04810468875757207
153.0,662.5,463.5,5.322134256362915,0.049582792329528946
154.0,662.5,466.0,5.358219861984253,0.051429879205784124
155.0,655.5,467.5,5.390151262283325,0.05253784085465735
156.0,655.0,462.5,5.422168970108032,0.048843788666965315
157.0,645.0,466.0,5.458178520202637,0.051429879205784124
158.0,640.0,461.5,5.490150213241577,0.04810468875757207
159.0,630.0,466.0,5.522188186645508,0.051429879205784124
160.0,623.0,463.0,5.558117866516113,0.04921330254053924
161.0,612.5,468.5,5.59013819694519,0.053276360541792134
162.0,613.121337890625,463.1339416503906,5.6221489906311035,0.049312285047523
163.0,606.0,465.0,5.658156156539917,0.050691116960393745
164.0,600.0,468.0,5.6901209354400635,0.05290711285462496
165.0,552.0,499.5,5.722162246704102,0.07612129178363575
166.0,588.5,468.5,5.758232831954956,0.053276360541792134
167.0,580.0,464.5,5.790143251419067,0.05032169956230664
168.0,547.6416015625,475.8597717285156,5.822115421295166,0.058708690457456025
169.0,511.5,488.5,5.854147434234619,0.06802607123088866
170.0,526.5,477.0,5.890123605728149,0.059549829339631544
171.0,534.0,472.0,5.92213249206543,0.05586041168218486
172.0,516.5,481.0,5.954114675521851,0.06249958463177929
173.0,496.0,486.5,5.990108251571655,0.0665528935919733
174.0,498.3346252441406,484.4925537109375,6.0221428871154785,0.06507382647142768
175.0,496.5,490.5,6.054133653640747,0.06949884505648363
176.0,502.6898498535156,492.69195556640625,6.090117454528809,0.07111250694448312
177.0,506.5,483.0,6.122140407562256,0.0639738653601048
178.0,504.0,481.5,6.154151201248169,0.06286819222259693
179.0,502.5,481.5,6.190124034881592,0.06286819222259693
180.0,525.0,465.5,6.222133159637451,0.05106051018249502
181.0,511.5,478.0,6.254186630249023,0.06028741694119816
182.0,536.0,473.0,6.290225028991699,0.05659849189660693
183.0,528.5,467.5,6.322134494781494,0.05253784085465735
184.0,556.1148071289062,476.9190673828125,6.354170083999634,0.05949013011686177
185.0,564.0,471.0,6.390204906463623,0.0551222334890501
186.0,552.5,473.5,6.422201871871948,0.05696749520507799
187.0,566.0,484.5,6.454156398773193,0.06507931357287494
188.0,567.0,486.5,6.486146688461304,0.0665528935919733
189.0,562.5,494.5,6.522179841995239,0.07244317554785795
190.0,535.0,473.5,6.554107427597046,0.05696749520507799
191.0,550.5,480.0,6.58613133430481,0.061762294767752524
192.0,540.0,463.5,6.622127532958984,0.049582792329528946
193.0,561.5,461.0,6.654186964035034,0.04773510276753001
194.0,539.5,475.0,6.686098098754883,0.05807435766349489
195.0,546.4102783203125,495.95556640625,6.722138166427612,0.07351418820118899
196.0,553.7098388671875,466.5299072265625,6.7541344165802,0.05182131539654211
197.0,536.0,481.0,6.7861363887786865,0.06249958463177929
198.0,528.5,479.5,6.822132110595703,0.06139361253960479
199.0,514.2905578613281,495.5712890625,6.8541436195373535,0.07323145614339222
200.0,511.2954406738281,483.26312255859375,6.886149644851685,0.06416779388580335
201.0,495.5475769042969,489.9494934082031,6.9222400188446045,0.0690934995671007
202.0,471.6054382324219,493.7559814453125,6.954153776168823,0.07189563965499174
203.0,444.06005859375,496.76458740234375,6.986133098602295,0.0741093760190425
204.0,415.2780456542969,503.3375244140625,7.018144845962524,0.07894252002389784
205.0,326.8444519042969,491.5451354980469,7.054149150848389,0.07026830803470763
206.0,309.0,466.0,7.086159944534302,0.051429879205784124
207.0,301.5,478.5,7.118204832077026,0.060656173603767516
208.0,307.5,472.0,7.15412449836731,0.05586041168218486
209.0,294.9963684082031,482.85186767578125,7.186159133911133,0.06386468473850337
210.0,281.3116149902344,465.5805358886719,7.218155860900879,0.05112000674313316
211.0,313.5,465.0,7.254124402999878,0.050691116960393745
212.0,314.0,473.2397766113281,7.286174774169922,0.05677545168612763
213.0,408.0,484.5,7.318178176879883,0.06507931357287494
214.0,426.5,481.0,7.354122877120972,0.06249958463177929
215.0,471.9325866699219,472.35955810546875,7.386152029037476,0.05612580569631659
216.0,496.5,466.5,7.418195009231567,0.05179922400744408
217.0,511.0,472.0,7.454209089279175,0.05586041168218486
218.0,539.0,451.5,7.486181735992432,0.04070843644736599
219.0,551.0,461.0,7.518209457397461,0.04773510276753001
220.0,540.0,460.0,7.5501885414123535,0.04699585883126961
221.0,578.0,463.0,7.586139678955078,0.04921330254053924
222.0,582.064208984375,471.51458740234375,7.618192434310913,0.05550210291360724
223.0,587.8355712890625,468.0205383300781,7.650191307067871,0.05292228079537281
224.0,592.7322387695312,470.1280517578125,7.686146974563599,0.05447850049055636
225.0,599.0693359375,478.752685546875,7.718176364898682,0.060842523133730064
226.0,602.4539184570312,484.4833984375,7.750214099884033,0.0650670800276048
227.0,604.0125122070312,487.96588134765625,7.786203145980835,0.06763268486505003
228.0,604.2860717773438,488.8993225097656,7.818199157714844,0.06832015941081565
229.0,606.5518188476562,493.06341552734375,7.850159168243408,0.0713859179423475
230.0,608.343505859375,509.9261474609375,7.8861424922943115,0.08378270655842496
231.0,607.40625,513.51904296875,7.91813325881958,0.0864202352098879
232.0,604.7526245117188,513.5782470703125,7.950167655944824,0.08646368530774406
233.0,605.549072265625,511.18255615234375,7.98620343208313,0.08470518477392558
234.0,601.5098876953125,508.2349853515625,8.018222332000732,0.08254076342024036
235.0,600.0313720703125,499.785888671875,8.05018138885498,0.07633152058794562
236.0,594.3214721679688,491.2466735839844,8.086193323135376,0.07004858190063512
237.0,575.4810180664062,497.00482177734375,8.118205070495605,0.07428610089230053
238.0,572.0,478.5,8.150164365768433,0.060656173603767516
239.0,535.7420043945312,507.2750244140625,8.18218469619751,0.08183566142619231
240.0,533.0164794921875,480.8448181152344,8.218183517456055,0.062385177125745706
241.0,523.5,484.5,8.25015902519226,0.06507931357287494
242.0,505.6978759765625,483.56231689453125,8.282191514968872,0.06438829988501027
243.0,451.0,477.0,8.318195819854736,0.059549829339631544
244.0,395.7208251953125,472.0126953125,8.350143671035767,0.05586978245558066
245.0,359.0,465.5,8.382234573364258,0.05106051018249502
246.0,296.5,486.5,8.41815996170044,0.0665528935919733
247.0,270.557373046875,482.78692626953125,8.450216054916382,0.06381681911855436
248.0,240.0096435546875,479.413818359375,8.482203245162964,0.06133006275125802
249.0,195.5941162109375,491.724609375,8.518227815628052,0.07040043143187563
250.0,164.5525360107422,462.18365478515625,8.550198078155518,0.0486099883463475
251.0,144.15936279296875,455.5235900878906,8.58213996887207,0.043685528440762955
252.0,136.0,454.5,8.618205785751343,0.04292830988095364
253.0,136.0,455.5,8.650143146514893,0.04366807838256992
254.0,136.5,460.0,8.682215213775635,0.04699585883126961
255.0,136.0,462.0,8.714213848114014,0.04847425073168171
256.0,136.5,464.0,8.7501699924469,0.049952258011069894
257.0,136.5,469.0,8.782214403152466,0.053645583893389914
258.0,136.0,470.0,8.81419587135315,0.05438395749885078
259.0,136.0,472.0,8.850173711776733,0.05586041168218486
260.0,136.5,472.0,8.882205963134766,0.05586041168218486
261.0,134.0,468.0,8.914170980453491,0.05290711285462496
262.0,136.5,475.0,8.950181007385254,0.05807435766349489
263.0,135.0,472.0,8.982157945632935,0.05586041168218486
264.0,136.0,470.5,9.01418137550354,0.05475310770722447
265.0,147.83416748046875,483.1811218261719,9.050199508666992,0.0641073578447181
266.0,170.29769897460938,495.39251708984375,9.082186222076416,0.07309991951855255
267.0,199.54025268554688,500.12530517578125,9.114146947860718,0.07658110026342319
268.0,231.49298095703125,495.6937255859375,9.150211572647095,0.0733215404551224
269.0,247.66673278808594,495.20281982421875,9.18215560913086,0.07296034072376634
270.0,264.5,508.139404296875,9.214239835739136,0.08247056238401851
271.0,269.0,500.85711669921875,9.246227264404297,0.07711917537485802
272.0,275.0,495.376220703125,9.282151460647583,0.07308792882050119
273.0,276.0,488.1116027832031,9.314216613769531,0.06774001373435351
274.0,277.947265625,491.32171630859375,9.346201658248901,0.07010382882113536
275.0,294.19293212890625,455.8332824707031,9.382197141647339,0.04391460916701373
276.0,297.6189270019531,471.1593933105469,9.414163589477539,0.055239900711503864
277.0,306.5,468.0,9.446214199066162,0.05290711285462496
278.0,352.7629089355469,433.89178466796875,9.48217511177063,0.027662167985940844
279.0,343.6900329589844,416.5788269042969,9.51425814628601,0.014807163768980891
280.0,319.3486328125,400.78546142578125,9.546188592910767,0.003057520864633123
281.0,313.9430236816406,378.0443115234375,9.58218240737915,-0.013897902292516306
282.0,269.5,442.5,9.614198684692383,0.034043748025113674
283.0,264.0,434.5,9.646146059036255,0.028113282579499854
284.0,213.5,463.0,9.6821928024292,0.04921330254053924
285.0,209.38294982910156,457.2023620605469,9.714208841323853,0.04492721368297525
286.0,196.0,463.6388854980469,9.746212244033813,0.04968542159903877
287.0,200.04493713378906,472.483154296875,9.782233476638794,0.05621703055386518
288.0,190.0,457.3172607421875,9.814241170883179,0.045012187422515504
289.0,184.75572204589844,464.2315368652344,9.846196174621582,0.05012333968961313
290.0,190.0,462.53765869140625,9.878195524215698,0.048871620323006404
291.0,190.05467224121094,470.4542541503906,9.914165019989014,0.05471933454222894
292.0,196.0,471.5137634277344,9.946244955062866,0.05550149467465604
293.0,185.0,469.46429443359375,9.97820234298706,0.053988418776421354
294.0,209.0,476.5,10.01419186592102,0.05918099844581315
295.0,214.5,477.5,10.046175241470337,0.059918635512291374
296.0,252.5,436.0,10.078234195709229,0.029225691667616682
297.0,254.0,438.0,10.114217042922974,0.030708583973767523
298.0,249.0,438.5,10.146258354187012,0.031079249785396168
299.0,305.01910400390625,409.0329284667969,10.178245544433594,0.009195994442509292
300.0,300.59686279296875,434.75115966796875,10.214266538619995,0.02829955840942605
301.0,302.0503234863281,469.09832763671875,10.246233463287354,0.05371819074716955
302.0,295.0,481.9805908203125,10.27829384803772,0.06322246758009897
303.0,250.0,485.5218200683594,10.314295530319214,0.06583223057539955
304.0,272.5,485.0,10.346263647079468,0.0654477462223218
305.0,259.55120849609375,468.9941101074219,10.378212451934814,0.05364123466336668
306.0,263.5573425292969,491.1495666503906,10.410267114639282,0.06997709032436905
307.0,261.0,494.5228271484375,10.446215391159058,0.07245997354156358
308.0,259.0,488.3235168457031,10.478173732757568,0.06789609193611623
309.0,252.48712158203125,470.4258117675781,10.51020860671997,0.05469833604704022
310.0,247.92031860351562,494.85931396484375,10.546191453933716,0.07270758057927323
311.0,241.04144287109375,494.0255126953125,10.57820463180542,0.07209399879961592
312.0,241.94102478027344,497.3067626953125,10.610186338424683,0.07450821088569254
313.0,241.5,455.089599609375,10.646198987960815,0.04336448857911479
314.0,246.0,489.5045166015625,10.67823338508606,0.0687658346752072
315.0,266.5,487.7571105957031,10.710241317749023,0.067478914265026
316.0,267.91033935546875,500.00897216796875,10.746267795562744,0.07649555963596544
317.0,267.0,499.02947998046875,10.778207302093506,0.07577527563844072
318.0,278.381591796875,494.17950439453125,10.810194730758667,0.07220732430757743
319.0,271.8418273925781,451.0091857910156,10.84624433517456,0.040345173788147504
320.0,303.8550109863281,357.61163330078125,10.878205299377441,-0.02916763575648762
321.0,218.84719848632812,472.027099609375,10.910245418548584,0.05588041466011784
322.0,204.5,472.5,10.946277618408203,0.056229464048081934
323.0,215.0,405.0,10.97819447517395,0.006195068902774381
324.0,209.0,434.5,11.010200023651123,0.028113282579499854
325.0,210.02664184570312,450.3180236816406,11.042205810546875,0.03983359068634146
326.0,232.0,471.5,11.078219413757324,0.05549133482160723
327.0,213.0,444.5,11.110199928283691,0.03552544255442541
328.0,228.75794982910156,453.64166259765625,11.142259359359741,0.04229326331097227
329.0,197.5,428.1558532714844,11.178202629089355,0.023406166614569346
330.0,216.0,417.5,11.210237264633179,0.015491812557544282
331.0,196.2850799560547,445.4652404785156,11.242223262786865,0.03624040542693219
332.0,189.0,438.3082275390625,11.278237342834473,0.030937085507802553
333.0,205.0,469.0,11.310208320617676,0.053645583893389914
334.0,197.51681518554688,452.48309326171875,11.342241764068604,0.04143597764277429
335.0,369.5513000488281,226.12428283691406,11.378227472305298,-0.1281177177009823
336.0,375.57086181640625,286.968017578125,11.410216093063354,-0.08219550687181046
337.0,210.22476196289062,465.81732177734375,11.442299365997314,0.05129493065937096
338.0,379.0921630859375,440.95391845703125,11.478282451629639,0.032898083945617995
339.0,354.75445556640625,442.1889953613281,11.510201454162598,0.03381330779012354
340.0,309.0,473.5,11.542263269424438,0.05696749520507799
341.0,324.0,492.0,11.574217319488525,0.07060315956249769
342.0,311.5,491.4081726074219,11.61025071144104,0.07016747777763682
343.0,338.5467224121094,502.46795654296875,11.642212629318237,0.07830337416924948
344.0,358.5,532.0,11.674224138259888,0.099965352566115
345.0,324.6213684082031,492.4007568359375,11.710208415985107,0.0708981619572106
346.0,325.0,483.5700988769531,11.742291450500488,0.06439403508066288
347.0,298.25311279296875,499.0234375,11.774239301681519,0.075770831905138
348.0,308.7320861816406,500.50457763671875,11.810258388519287,0.07685997277190137
349.0,273.32196044921875,476.771240234375,11.842244386672974,0.05938108506845774
350.0,301.75225830078125,508.6253662109375,11.874239921569824,0.08282747498417209
351.0,318.24786376953125,473.0404357910156,11.910253524780273,0.05662833469028933
352.0,343.57342529296875,509.180908203125,11.94228196144104,0.08323546012840533
353.0,347.0962829589844,499.3292236328125,11.974291801452637,0.07599570702864722
354.0,349.9729919433594,494.3238525390625,12.010353326797485,0.07231355073914936
355.0,354.48931884765625,492.00531005859375,12.042266845703125,0.07060706847336734
356.0,361.6224365234375,478.22332763671875,12.07428526878357,0.06045212711104936
357.0,364.43182373046875,468.0570983886719,12.10631251335144,0.05294928098066015
358.0,365.610595703125,459.2109680175781,12.14230728149414,0.04641250410576392
359.0,370.603759765625,448.8780822753906,12.174276113510132,0.038767633333218865
360.0,376.0,439.5,12.206276416778564,0.03182051252739437
361.0,381.701904296875,443.8215637207031,12.242248058319092,0.035022866477636694
362.0,390.0,440.4285583496094,12.274322509765625,0.03250873586644509
363.0,404.5694274902344,436.7369689941406,12.306260108947754,0.02977215708457931
364.0,402.5,414.5,12.342291593551636,0.013261832076096769
365.0,407.4323425292969,396.9820251464844,12.374238967895508,0.00022472989295696522
366.0,418.5,394.0,12.406293869018555,-0.0019971256258839443
367.0,427.0,391.5,12.4422447681427,-0.0038604039816150237
368.0,439.5,385.5,12.474262475967407,-0.008334379734450115
369.0,443.5127868652344,379.99847412109375,12.506272554397583,-0.012439248385076151
370.0,447.19256591796875,371.004638671875,12.54228687286377,-0.01915508581745079
371.0,453.5003967285156,374.10321044921875,12.574273586273193,-0.016840606109969125
372.0,461.0,370.5,12.60629415512085,-0.019532097799681125
373.0,461.9671630859375,369.3479309082031,12.642341613769531,-0.020392875622141038
374.0,477.5,370.5,12.674304485321045,-0.019532097799681125
375.0,482.7813415527344,373.3771057128906,12.706271886825562,-0.017382902139316037
376.0,489.0,377.5,12.738314390182495,-0.014304249702757843
377.0,494.0,379.5,12.774248838424683,-0.01281129734294889
378.0,502.97052001953125,361.51190185546875,12.80630874633789,-0.02625038001959007
379.0,509.6422424316406,354.67779541015625,12.838282346725464,-0.03136280242309425
380.0,504.3196716308594,384.74591064453125,12.874268770217896,-0.00889688495049551
381.0,512.0223388671875,356.5793762207031,12.906261682510376,-0.02993992025144343
382.0,509.9509582519531,357.7283020019531,12.938278436660767,-0.029080355020662696
383.0,500.50390625,380.9498596191406,12.974268913269043,-0.011729213036003883
384.0,497.5,379.0,13.006300687789917,-0.013184505286906734
385.0,494.78509521484375,377.9864501953125,13.03827691078186,-0.013941096649515483
386.0,487.5,371.5,13.074292659759521,-0.0187850244128715
387.0,477.0,369.5,13.106314897537231,-0.02027924997910341
388.0,469.14990234375,359.57977294921875,13.138291597366333,-0.02769539481783384
389.0,453.7375183105469,358.64178466796875,13.174349308013916,-0.028397007658946594
390.0,436.3065490722656,353.2807312011719,13.206308841705322,-0.0324083480396144
391.0,417.6513366699219,358.58843994140625,13.238293886184692,-0.02843691140151061
392.0,400.5714111328125,360.899169921875,13.270350694656372,-0.026708603423980015
393.0,397.5,363.5,13.306307315826416,-0.024763806709277525
394.0,383.7575378417969,369.7893371582031,13.338274717330933,-0.02006306300154409
395.0,369.5,371.5,13.370308876037598,-0.0187850244128715
396.0,335.7132263183594,330.9806823730469,13.40627408027649,-0.04911698511455531
397.0,337.5,369.5,13.438251256942749,-0.02027924997910341
398.0,323.94146728515625,366.1986389160156,13.470261812210083,-0.022746426087739913
399.0,253.6100616455078,425.3226623535156,13.50627088546753,0.021302875290771017
400.0,259.12744140625,420.04229736328125,13.538271188735962,0.017380951619127227
401.0,266.07000732421875,426.6330871582031,13.570269107818604,0.02227579186353884
402.0,255.15786743164062,435.4058532714844,13.606257677078247,0.028785093399819717
403.0,269.9713439941406,405.7223815917969,13.638246536254883,0.006732699819944621
404.0,257.7186279296875,430.56512451171875,13.670259952545166,0.025194182988083624
405.0,252.67318725585938,430.77557373046875,13.706272602081299,0.025350340894189916
406.0,251.92530822753906,417.294921875,13.738237142562866,0.015339397606924765
407.0,255.2679901123047,417.69354248046875,13.770267486572266,0.01563565077804885
408.0,254.22496032714844,421.6262512207031,13.806288957595825,0.018557673003679664
409.0,253.312744140625,417.17169189453125,13.838281869888306,0.015247810775179949
410.0,281.2154235839844,349.8741149902344,13.87030816078186,-0.034958433409526424
411.0,213.91506958007812,393.1528625488281,13.90226697921753,-0.002628448564702346
412.0,293.9957275390625,300.55145263671875,13.938254356384277,-0.07197300461771458
413.0,222.18682861328125,485.3844299316406,13.970290422439575,0.06573100224449813
414.0,200.0,481.5,14.00227403640747,0.06286819222259693
415.0,197.5,474.0,14.038309097290039,0.057336473950822975
416.0,214.0,477.0,14.070253372192383,0.059549829339631544
417.0,219.0,475.5,14.10260558128357,0.05844326258512622
418.0,203.5,472.5,14.138336181640625,0.056229464048081934
419.0,202.5,476.0,14.170315980911255,0.05881214285344011
420.0,206.0,476.5,14.202329397201538,0.05918099844581315
421.0,219.0,476.5,14.238352298736572,0.05918099844581315
422.0,191.44383239746094,493.87896728515625,14.270319700241089,0.07198615091679311
423.0,207.0,466.0,14.302319288253784,0.051429879205784124
424.0,201.5,477.0,14.338386535644531,0.059549829339631544
425.0,206.5,478.0,14.370364427566528,0.06028741694119816
426.0,204.5,476.5,14.402366876602173,0.05918099844581315
427.0,224.0,477.0,14.434341192245483,0.059549829339631544
